"","Kttm","expiryDate","ttm","strike","putDcall","callPrice","putPrice","X","impliedSPXF","impliedR","impliedDividend","Tree"
"15",1475.00198412698,2020-01-17,0.0198412698412698,1475,-1790.675,1790.7,0.025,14,3266.32034765843,0.0201910078703158,-234.714389345194,0
"16",1500.00198412698,2020-01-17,0.0198412698412698,1500,-1765.725,1765.75,0.025,15,3266.32034765843,0.0201910078703158,-234.714389345194,0
"17",1525.00198412698,2020-01-17,0.0198412698412698,1525,-1740.675,1740.7,0.025,16,3266.32034765843,0.0201910078703158,-234.714389345194,0
"18",1550.00198412698,2020-01-17,0.0198412698412698,1550,-1715.775,1715.8,0.025,17,3266.32034765843,0.0201910078703158,-234.714389345194,0
"19",1575.00198412698,2020-01-17,0.0198412698412698,1575,-1690.575,1690.6,0.025,18,3266.32034765843,0.0201910078703158,-234.714389345194,0
"20",1600.00198412698,2020-01-17,0.0198412698412698,1600,-1665.575,1665.6,0.025,19,3266.32034765843,0.0201910078703158,-234.714389345194,0
"21",1625.00198412698,2020-01-17,0.0198412698412698,1625,-1640.675,1640.7,0.025,20,3266.32034765843,0.0201910078703158,-234.714389345194,0
"22",1650.00198412698,2020-01-17,0.0198412698412698,1650,-1615.775,1615.8,0.025,21,3266.32034765843,0.0201910078703158,-234.714389345194,0
"23",1675.00198412698,2020-01-17,0.0198412698412698,1675,-1590.675,1590.7,0.025,22,3266.32034765843,0.0201910078703158,-234.714389345194,0
"24",1700.00198412698,2020-01-17,0.0198412698412698,1700,-1565.675,1565.7,0.025,23,3266.32034765843,0.0201910078703158,-234.714389345194,0
"25",1725.00198412698,2020-01-17,0.0198412698412698,1725,-1540.625,1540.65,0.025,24,3266.32034765843,0.0201910078703158,-234.714389345194,0
"26",1750.00198412698,2020-01-17,0.0198412698412698,1750,-1515.775,1515.8,0.025,25,3266.32034765843,0.0201910078703158,-234.714389345194,0
"27",1775.00198412698,2020-01-17,0.0198412698412698,1775,-1490.675,1490.7,0.025,26,3266.32034765843,0.0201910078703158,-234.714389345194,0
"28",1800.00198412698,2020-01-17,0.0198412698412698,1800,-1465.775,1465.8,0.025,27,3266.32034765843,0.0201910078703158,-234.714389345194,0
"29",1825.00198412698,2020-01-17,0.0198412698412698,1825,-1440.675,1440.7,0.025,28,3266.32034765843,0.0201910078703158,-234.714389345194,0
"30",1850.00198412698,2020-01-17,0.0198412698412698,1850,-1415.675,1415.7,0.025,29,3266.32034765843,0.0201910078703158,-234.714389345194,0
"31",1875.00198412698,2020-01-17,0.0198412698412698,1875,-1390.875,1390.9,0.025,30,3266.32034765843,0.0201910078703158,-234.714389345194,0
"32",1900.00198412698,2020-01-17,0.0198412698412698,1900,-1365.775,1365.8,0.025,31,3266.32034765843,0.0201910078703158,-234.714389345194,0
"33",1925.00198412698,2020-01-17,0.0198412698412698,1925,-1340.775,1340.8,0.025,32,3266.32034765843,0.0201910078703158,-234.714389345194,0
"34",1950.00198412698,2020-01-17,0.0198412698412698,1950,-1315.775,1315.8,0.025,33,3266.32034765843,0.0201910078703158,-234.714389345194,0
"35",1975.00198412698,2020-01-17,0.0198412698412698,1975,-1290.775,1290.8,0.025,34,3266.32034765843,0.0201910078703158,-234.714389345194,0
"36",2000.00198412698,2020-01-17,0.0198412698412698,2000,-1265.875,1265.9,0.025,35,3266.32034765843,0.0201910078703158,-234.714389345194,0
"37",2025.00198412698,2020-01-17,0.0198412698412698,2025,-1240.775,1240.8,0.025,36,3266.32034765843,0.0201910078703158,-234.714389345194,0
"38",2050.00198412698,2020-01-17,0.0198412698412698,2050,-1215.775,1215.8,0.025,37,3266.32034765843,0.0201910078703158,-234.714389345194,0
"39",2075.00198412698,2020-01-17,0.0198412698412698,2075,-1190.975,1191,0.025,38,3266.32034765843,0.0201910078703158,-234.714389345194,0
"40",2090.00198412698,2020-01-17,0.0198412698412698,2090,-1175.875,1175.9,0.025,39,3266.32034765843,0.0201910078703158,-234.714389345194,0
"41",2100.00198412698,2020-01-17,0.0198412698412698,2100,-1165.875,1165.9,0.025,40,3266.32034765843,0.0201910078703158,-234.714389345194,0
"42",2110.00198412698,2020-01-17,0.0198412698412698,2110,-1155.975,1156,0.025,41,3266.32034765843,0.0201910078703158,-234.714389345194,0
"43",2120.00198412698,2020-01-17,0.0198412698412698,2120,-1145.975,1146,0.025,42,3266.32034765843,0.0201910078703158,-234.714389345194,0
"44",2125.00198412698,2020-01-17,0.0198412698412698,2125,-1140.875,1140.9,0.025,43,3266.32034765843,0.0201910078703158,-234.714389345194,0
"45",2130.00198412698,2020-01-17,0.0198412698412698,2130,-1135.875,1135.9,0.025,44,3266.32034765843,0.0201910078703158,-234.714389345194,0
"46",2140.00198412698,2020-01-17,0.0198412698412698,2140,-1125.975,1126,0.025,45,3266.32034765843,0.0201910078703158,-234.714389345194,0
"47",2150.00198412698,2020-01-17,0.0198412698412698,2150,-1115.975,1116,0.025,46,3266.32034765843,0.0201910078703158,-234.714389345194,0
"48",2160.00198412698,2020-01-17,0.0198412698412698,2160,-1105.975,1106,0.025,47,3266.32034765843,0.0201910078703158,-234.714389345194,0
"49",2170.00198412698,2020-01-17,0.0198412698412698,2170,-1095.975,1096,0.025,48,3266.32034765843,0.0201910078703158,-234.714389345194,0
"50",2175.00198412698,2020-01-17,0.0198412698412698,2175,-1090.875,1090.9,0.025,49,3266.32034765843,0.0201910078703158,-234.714389345194,0
"51",2180.00198412698,2020-01-17,0.0198412698412698,2180,-1085.875,1085.9,0.025,50,3266.32034765843,0.0201910078703158,-234.714389345194,0
"52",2190.00198412698,2020-01-17,0.0198412698412698,2190,-1075.875,1075.9,0.025,51,3266.32034765843,0.0201910078703158,-234.714389345194,0
"53",2200.00198412698,2020-01-17,0.0198412698412698,2200,-1065.975,1066,0.025,52,3266.32034765843,0.0201910078703158,-234.714389345194,0
"54",2210.00198412698,2020-01-17,0.0198412698412698,2210,-1056.025,1056.05,0.025,53,3266.32034765843,0.0201910078703158,-234.714389345194,0
"55",2220.00198412698,2020-01-17,0.0198412698412698,2220,-1045.975,1046,0.025,54,3266.32034765843,0.0201910078703158,-234.714389345194,0
"56",2225.00198412698,2020-01-17,0.0198412698412698,2225,-1041.025,1041.05,0.025,55,3266.32034765843,0.0201910078703158,-234.714389345194,0
"57",2230.00198412698,2020-01-17,0.0198412698412698,2230,-1035.975,1036,0.025,56,3266.32034765843,0.0201910078703158,-234.714389345194,0
"58",2240.00198412698,2020-01-17,0.0198412698412698,2240,-1025.975,1026,0.025,57,3266.32034765843,0.0201910078703158,-234.714389345194,0
"59",2250.00198412698,2020-01-17,0.0198412698412698,2250,-1015.975,1016,0.025,58,3266.32034765843,0.0201910078703158,-234.714389345194,0
"60",2260.00198412698,2020-01-17,0.0198412698412698,2260,-1005.975,1006,0.025,59,3266.32034765843,0.0201910078703158,-234.714389345194,0
"61",2270.00198412698,2020-01-17,0.0198412698412698,2270,-996.025,996.05,0.025,60,3266.32034765843,0.0201910078703158,-234.714389345194,0
"62",2275.00198412698,2020-01-17,0.0198412698412698,2275,-991.025,991.05,0.025,61,3266.32034765843,0.0201910078703158,-234.714389345194,0
"63",2280.00198412698,2020-01-17,0.0198412698412698,2280,-985.975,986,0.025,62,3266.32034765843,0.0201910078703158,-234.714389345194,0
"64",2290.00198412698,2020-01-17,0.0198412698412698,2290,-975.975,976,0.025,63,3266.32034765843,0.0201910078703158,-234.714389345194,0
"65",2300.00198412698,2020-01-17,0.0198412698412698,2300,-966.025,966.05,0.025,64,3266.32034765843,0.0201910078703158,-234.714389345194,0
"66",2310.00198412698,2020-01-17,0.0198412698412698,2310,-955.875,955.9,0.025,65,3266.32034765843,0.0201910078703158,-234.714389345194,0
"67",2320.00198412698,2020-01-17,0.0198412698412698,2320,-945.875,945.9,0.025,66,3266.32034765843,0.0201910078703158,-234.714389345194,0
"68",2325.00198412698,2020-01-17,0.0198412698412698,2325,-940.875,940.9,0.025,67,3266.32034765843,0.0201910078703158,-234.714389345194,0
"69",2330.00198412698,2020-01-17,0.0198412698412698,2330,-935.875,935.9,0.025,68,3266.32034765843,0.0201910078703158,-234.714389345194,0
"70",2340.00198412698,2020-01-17,0.0198412698412698,2340,-925.875,925.9,0.025,69,3266.32034765843,0.0201910078703158,-234.714389345194,0
"71",2350.00198412698,2020-01-17,0.0198412698412698,2350,-915.875,915.9,0.025,70,3266.32034765843,0.0201910078703158,-234.714389345194,0
"72",2360.00198412698,2020-01-17,0.0198412698412698,2360,-905.975,906,0.025,71,3266.32034765843,0.0201910078703158,-234.714389345194,0
"73",2370.00198412698,2020-01-17,0.0198412698412698,2370,-895.875,895.9,0.025,72,3266.32034765843,0.0201910078703158,-234.714389345194,0
"74",2375.00198412698,2020-01-17,0.0198412698412698,2375,-890.875,890.9,0.025,73,3266.32034765843,0.0201910078703158,-234.714389345194,0
"75",2380.00198412698,2020-01-17,0.0198412698412698,2380,-885.875,885.9,0.025,74,3266.32034765843,0.0201910078703158,-234.714389345194,0
"76",2390.00198412698,2020-01-17,0.0198412698412698,2390,-875.875,875.9,0.025,75,3266.32034765843,0.0201910078703158,-234.714389345194,0
"77",2395.00198412698,2020-01-17,0.0198412698412698,2395,-870.975,871,0.025,76,3266.32034765843,0.0201910078703158,-234.714389345194,0
"78",2400.00198412698,2020-01-17,0.0198412698412698,2400,-866.075,866.1,0.025,77,3266.32034765843,0.0201910078703158,-234.714389345194,0
"79",2405.00198412698,2020-01-17,0.0198412698412698,2405,-860.975,861,0.025,78,3266.32034765843,0.0201910078703158,-234.714389345194,0
"80",2410.00198412698,2020-01-17,0.0198412698412698,2410,-855.975,856,0.025,79,3266.32034765843,0.0201910078703158,-234.714389345194,0
"81",2415.00198412698,2020-01-17,0.0198412698412698,2415,-850.975,851,0.025,80,3266.32034765843,0.0201910078703158,-234.714389345194,0
"82",2420.00198412698,2020-01-17,0.0198412698412698,2420,-845.975,846,0.025,81,3266.32034765843,0.0201910078703158,-234.714389345194,0
"83",2425.00198412698,2020-01-17,0.0198412698412698,2425,-841.075,841.1,0.025,82,3266.32034765843,0.0201910078703158,-234.714389345194,0
"84",2430.00198412698,2020-01-17,0.0198412698412698,2430,-836.075,836.1,0.025,83,3266.32034765843,0.0201910078703158,-234.714389345194,0
"85",2435.00198412698,2020-01-17,0.0198412698412698,2435,-830.975,831,0.025,84,3266.32034765843,0.0201910078703158,-234.714389345194,0
"86",2440.00198412698,2020-01-17,0.0198412698412698,2440,-825.975,826,0.025,85,3266.32034765843,0.0201910078703158,-234.714389345194,0
"87",2445.00198412698,2020-01-17,0.0198412698412698,2445,-821.075,821.1,0.025,86,3266.32034765843,0.0201910078703158,-234.714389345194,0
"88",2450.00198412698,2020-01-17,0.0198412698412698,2450,-815.975,816,0.025,87,3266.32034765843,0.0201910078703158,-234.714389345194,0
"89",2455.00198412698,2020-01-17,0.0198412698412698,2455,-810.975,811,0.025,88,3266.32034765843,0.0201910078703158,-234.714389345194,0
"90",2460.00198412698,2020-01-17,0.0198412698412698,2460,-805.975,806,0.025,89,3266.32034765843,0.0201910078703158,-234.714389345194,0
"91",2465.00198412698,2020-01-17,0.0198412698412698,2465,-801.075,801.1,0.025,90,3266.32034765843,0.0201910078703158,-234.714389345194,0
"92",2470.00198412698,2020-01-17,0.0198412698412698,2470,-796.075,796.1,0.025,91,3266.32034765843,0.0201910078703158,-234.714389345194,0
"93",2475.00198412698,2020-01-17,0.0198412698412698,2475,-791.075,791.1,0.025,92,3266.32034765843,0.0201910078703158,-234.714389345194,0
"94",2480.00198412698,2020-01-17,0.0198412698412698,2480,-786.075,786.1,0.025,93,3266.32034765843,0.0201910078703158,-234.714389345194,0
"95",2485.00198412698,2020-01-17,0.0198412698412698,2485,-781.075,781.1,0.025,94,3266.32034765843,0.0201910078703158,-234.714389345194,0
"96",2490.00198412698,2020-01-17,0.0198412698412698,2490,-776.075,776.1,0.025,95,3266.32034765843,0.0201910078703158,-234.714389345194,0
"97",2495.00198412698,2020-01-17,0.0198412698412698,2495,-771.075,771.1,0.025,96,3266.32034765843,0.0201910078703158,-234.714389345194,0
"98",2500.00198412698,2020-01-17,0.0198412698412698,2500,-766.075,766.1,0.025,97,3266.32034765843,0.0201910078703158,-234.714389345194,0
"99",2505.00198412698,2020-01-17,0.0198412698412698,2505,-760.975,761,0.025,98,3266.32034765843,0.0201910078703158,-234.714389345194,0
"100",2510.00198412698,2020-01-17,0.0198412698412698,2510,-756.125,756.15,0.025,99,3266.32034765843,0.0201910078703158,-234.714389345194,0
"101",2515.00198412698,2020-01-17,0.0198412698412698,2515,-751.075,751.1,0.025,100,3266.32034765843,0.0201910078703158,-234.714389345194,0
"102",2520.00198412698,2020-01-17,0.0198412698412698,2520,-746.075,746.1,0.025,101,3266.32034765843,0.0201910078703158,-234.714389345194,0
"103",2525.00198412698,2020-01-17,0.0198412698412698,2525,-741.075,741.1,0.025,102,3266.32034765843,0.0201910078703158,-234.714389345194,0
"104",2530.00198412698,2020-01-17,0.0198412698412698,2530,-736.075,736.1,0.025,103,3266.32034765843,0.0201910078703158,-234.714389345194,0
"105",2535.00198412698,2020-01-17,0.0198412698412698,2535,-731.075,731.1,0.025,104,3266.32034765843,0.0201910078703158,-234.714389345194,0
"106",2540.00198412698,2020-01-17,0.0198412698412698,2540,-726.075,726.1,0.025,105,3266.32034765843,0.0201910078703158,-234.714389345194,0
"107",2545.00198412698,2020-01-17,0.0198412698412698,2545,-720.975,721,0.025,106,3266.32034765843,0.0201910078703158,-234.714389345194,0
"108",2550.00198412698,2020-01-17,0.0198412698412698,2550,-715.975,716,0.025,107,3266.32034765843,0.0201910078703158,-234.714389345194,0
"109",2555.00198412698,2020-01-17,0.0198412698412698,2555,-711.175,711.2,0.025,108,3266.32034765843,0.0201910078703158,-234.714389345194,0
"110",2560.00198412698,2020-01-17,0.0198412698412698,2560,-705.975,706,0.025,109,3266.32034765843,0.0201910078703158,-234.714389345194,0
"111",2565.00198412698,2020-01-17,0.0198412698412698,2565,-700.975,701,0.025,110,3266.32034765843,0.0201910078703158,-234.714389345194,0
"112",2570.00198412698,2020-01-17,0.0198412698412698,2570,-695.975,696,0.025,111,3266.32034765843,0.0201910078703158,-234.714389345194,0
"113",2575.00198412698,2020-01-17,0.0198412698412698,2575,-690.975,691,0.025,112,3266.32034765843,0.0201910078703158,-234.714389345194,0
"114",2580.00198412698,2020-01-17,0.0198412698412698,2580,-685.975,686,0.025,113,3266.32034765843,0.0201910078703158,-234.714389345194,0
"115",2585.00198412698,2020-01-17,0.0198412698412698,2585,-680.975,681,0.025,114,3266.32034765843,0.0201910078703158,-234.714389345194,0
"116",2590.00198412698,2020-01-17,0.0198412698412698,2590,-675.975,676,0.025,115,3266.32034765843,0.0201910078703158,-234.714389345194,0
"117",2595.00198412698,2020-01-17,0.0198412698412698,2595,-670.975,671,0.025,116,3266.32034765843,0.0201910078703158,-234.714389345194,0
"118",2600.00198412698,2020-01-17,0.0198412698412698,2600,-665.975,666,0.025,117,3266.32034765843,0.0201910078703158,-234.714389345194,0
"119",2605.00198412698,2020-01-17,0.0198412698412698,2605,-660.975,661,0.025,118,3266.32034765843,0.0201910078703158,-234.714389345194,0
"120",2610.00198412698,2020-01-17,0.0198412698412698,2610,-655.975,656,0.025,119,3266.32034765843,0.0201910078703158,-234.714389345194,0
"121",2615.00198412698,2020-01-17,0.0198412698412698,2615,-650.975,651,0.025,120,3266.32034765843,0.0201910078703158,-234.714389345194,0
"122",2620.00198412698,2020-01-17,0.0198412698412698,2620,-645.975,646,0.025,121,3266.32034765843,0.0201910078703158,-234.714389345194,0
"123",2625.00198412698,2020-01-17,0.0198412698412698,2625,-641.175,641.2,0.025,122,3266.32034765843,0.0201910078703158,-234.714389345194,0
"124",2630.00198412698,2020-01-17,0.0198412698412698,2630,-636.05,636.1,0.05,123,3266.32034765843,0.0201910078703158,-234.714389345194,0
"125",2635.00198412698,2020-01-17,0.0198412698412698,2635,-631.05,631.1,0.05,124,3266.32034765843,0.0201910078703158,-234.714389345194,0
"126",2640.00198412698,2020-01-17,0.0198412698412698,2640,-626.15,626.2,0.05,125,3266.32034765843,0.0201910078703158,-234.714389345194,0
"127",2645.00198412698,2020-01-17,0.0198412698412698,2645,-621.05,621.1,0.05,126,3266.32034765843,0.0201910078703158,-234.714389345194,0
"128",2650.00198412698,2020-01-17,0.0198412698412698,2650,-616.075,616.1,0.025,127,3266.32034765843,0.0201910078703158,-234.714389345194,0
"129",2655.00198412698,2020-01-17,0.0198412698412698,2655,-611.15,611.2,0.05,128,3266.32034765843,0.0201910078703158,-234.714389345194,0
"130",2660.00198412698,2020-01-17,0.0198412698412698,2660,-606.05,606.1,0.05,129,3266.32034765843,0.0201910078703158,-234.714389345194,0
"131",2665.00198412698,2020-01-17,0.0198412698412698,2665,-601.05,601.1,0.05,130,3266.32034765843,0.0201910078703158,-234.714389345194,0
"132",2670.00198412698,2020-01-17,0.0198412698412698,2670,-596.05,596.1,0.05,131,3266.32034765843,0.0201910078703158,-234.714389345194,0
"133",2675.00198412698,2020-01-17,0.0198412698412698,2675,-591.175,591.2,0.025,132,3266.32034765843,0.0201910078703158,-234.714389345194,0
"134",2680.00198412698,2020-01-17,0.0198412698412698,2680,-586.05,586.1,0.05,133,3266.32034765843,0.0201910078703158,-234.714389345194,0
"135",2685.00198412698,2020-01-17,0.0198412698412698,2685,-581.15,581.2,0.05,134,3266.32034765843,0.0201910078703158,-234.714389345194,0
"136",2690.00198412698,2020-01-17,0.0198412698412698,2690,-576.15,576.2,0.05,135,3266.32034765843,0.0201910078703158,-234.714389345194,0
"137",2695.00198412698,2020-01-17,0.0198412698412698,2695,-571.2,571.25,0.05,136,3266.32034765843,0.0201910078703158,-234.714389345194,0
"138",2700.00198412698,2020-01-17,0.0198412698412698,2700,-566.025,566.1,0.075,137,3266.32034765843,0.0201910078703158,-234.714389345194,0
"139",2705.00198412698,2020-01-17,0.0198412698412698,2705,-561.15,561.2,0.05,138,3266.32034765843,0.0201910078703158,-234.714389345194,0
"140",2710.00198412698,2020-01-17,0.0198412698412698,2710,-556.2,556.25,0.05,139,3266.32034765843,0.0201910078703158,-234.714389345194,0
"141",2715.00198412698,2020-01-17,0.0198412698412698,2715,-551.2,551.25,0.05,140,3266.32034765843,0.0201910078703158,-234.714389345194,0
"142",2720.00198412698,2020-01-17,0.0198412698412698,2720,-546.15,546.2,0.05,141,3266.32034765843,0.0201910078703158,-234.714389345194,0
"143",2725.00198412698,2020-01-17,0.0198412698412698,2725,-541.2,541.25,0.05,142,3266.32034765843,0.0201910078703158,-234.714389345194,0
"144",2730.00198412698,2020-01-17,0.0198412698412698,2730,-536.05,536.1,0.05,143,3266.32034765843,0.0201910078703158,-234.714389345194,0
"145",2735.00198412698,2020-01-17,0.0198412698412698,2735,-531.2,531.25,0.05,144,3266.32034765843,0.0201910078703158,-234.714389345194,0
"146",2740.00198412698,2020-01-17,0.0198412698412698,2740,-526.15,526.2,0.05,145,3266.32034765843,0.0201910078703158,-234.714389345194,0
"147",2745.00198412698,2020-01-17,0.0198412698412698,2745,-521.05,521.1,0.05,146,3266.32034765843,0.0201910078703158,-234.714389345194,0
"148",2750.00198412698,2020-01-17,0.0198412698412698,2750,-516.025,516.1,0.075,147,3266.32034765843,0.0201910078703158,-234.714389345194,0
"149",2755.00198412698,2020-01-17,0.0198412698412698,2755,-511.05,511.1,0.05,148,3266.32034765843,0.0201910078703158,-234.714389345194,0
"150",2760.00198412698,2020-01-17,0.0198412698412698,2760,-506.05,506.1,0.05,149,3266.32034765843,0.0201910078703158,-234.714389345194,0
"151",2765.00198412698,2020-01-17,0.0198412698412698,2765,-501.05,501.1,0.05,150,3266.32034765843,0.0201910078703158,-234.714389345194,0
"152",2770.00198412698,2020-01-17,0.0198412698412698,2770,-496.05,496.1,0.05,151,3266.32034765843,0.0201910078703158,-234.714389345194,0
"153",2775.00198412698,2020-01-17,0.0198412698412698,2775,-491.025,491.1,0.075,152,3266.32034765843,0.0201910078703158,-234.714389345194,0
"154",2780.00198412698,2020-01-17,0.0198412698412698,2780,-486.025,486.1,0.075,153,3266.32034765843,0.0201910078703158,-234.714389345194,0
"155",2785.00198412698,2020-01-17,0.0198412698412698,2785,-481.025,481.1,0.075,154,3266.32034765843,0.0201910078703158,-234.714389345194,0
"156",2790.00198412698,2020-01-17,0.0198412698412698,2790,-476.025,476.1,0.075,155,3266.32034765843,0.0201910078703158,-234.714389345194,0
"157",2795.00198412698,2020-01-17,0.0198412698412698,2795,-471.225,471.3,0.075,156,3266.32034765843,0.0201910078703158,-234.714389345194,0
"158",2800.00198412698,2020-01-17,0.0198412698412698,2800,-467.075,467.15,0.075,157,3266.32034765843,0.0201910078703158,-234.714389345194,0
"159",2805.00198412698,2020-01-17,0.0198412698412698,2805,-461.125,461.2,0.075,158,3266.32034765843,0.0201910078703158,-234.714389345194,0
"160",2810.00198412698,2020-01-17,0.0198412698412698,2810,-456.225,456.3,0.075,159,3266.32034765843,0.0201910078703158,-234.714389345194,0
"161",2815.00198412698,2020-01-17,0.0198412698412698,2815,-451.225,451.3,0.075,160,3266.32034765843,0.0201910078703158,-234.714389345194,0
"162",2820.00198412698,2020-01-17,0.0198412698412698,2820,-446.125,446.2,0.075,161,3266.32034765843,0.0201910078703158,-234.714389345194,0
"163",2825.00198412698,2020-01-17,0.0198412698412698,2825,-441.125,441.2,0.075,162,3266.32034765843,0.0201910078703158,-234.714389345194,0
"164",2830.00198412698,2020-01-17,0.0198412698412698,2830,-436.225,436.3,0.075,163,3266.32034765843,0.0201910078703158,-234.714389345194,0
"165",2835.00198412698,2020-01-17,0.0198412698412698,2835,-431.225,431.3,0.075,164,3266.32034765843,0.0201910078703158,-234.714389345194,0
"166",2840.00198412698,2020-01-17,0.0198412698412698,2840,-426.125,426.2,0.075,165,3266.32034765843,0.0201910078703158,-234.714389345194,0
"167",2845.00198412698,2020-01-17,0.0198412698412698,2845,-421.225,421.3,0.075,166,3266.32034765843,0.0201910078703158,-234.714389345194,0
"168",2850.00198412698,2020-01-17,0.0198412698412698,2850,-416.075,416.15,0.075,167,3266.32034765843,0.0201910078703158,-234.714389345194,0
"169",2855.00198412698,2020-01-17,0.0198412698412698,2855,-411.275,411.35,0.075,168,3266.32034765843,0.0201910078703158,-234.714389345194,0
"170",2860.00198412698,2020-01-17,0.0198412698412698,2860,-406.125,406.2,0.075,169,3266.32034765843,0.0201910078703158,-234.714389345194,0
"171",2865.00198412698,2020-01-17,0.0198412698412698,2865,-401.225,401.3,0.075,170,3266.32034765843,0.0201910078703158,-234.714389345194,0
"172",2870.00198412698,2020-01-17,0.0198412698412698,2870,-396.1,396.2,0.1,171,3266.32034765843,0.0201910078703158,-234.714389345194,0
"173",2875.00198412698,2020-01-17,0.0198412698412698,2875,-391.2,391.3,0.1,172,3266.32034765843,0.0201910078703158,-234.714389345194,0
"174",2880.00198412698,2020-01-17,0.0198412698412698,2880,-386.1,386.2,0.1,173,3266.32034765843,0.0201910078703158,-234.714389345194,0
"175",2885.00198412698,2020-01-17,0.0198412698412698,2885,-381.2,381.3,0.1,174,3266.32034765843,0.0201910078703158,-234.714389345194,0
"176",2890.00198412698,2020-01-17,0.0198412698412698,2890,-376.075,376.2,0.125,175,3266.32034765843,0.0201910078703158,-234.714389345194,0
"177",2895.00198412698,2020-01-17,0.0198412698412698,2895,-371.1,371.2,0.1,176,3266.32034765843,0.0201910078703158,-234.714389345194,0
"178",2900.00198412698,2020-01-17,0.0198412698412698,2900,-366.075,366.2,0.125,177,3266.32034765843,0.0201910078703158,-234.714389345194,0
"179",2905.00198412698,2020-01-17,0.0198412698412698,2905,-361.1,361.2,0.1,178,3266.32034765843,0.0201910078703158,-234.714389345194,0
"180",2910.00198412698,2020-01-17,0.0198412698412698,2910,-356.1,356.2,0.1,179,3266.32034765843,0.0201910078703158,-234.714389345194,0
"181",2915.00198412698,2020-01-17,0.0198412698412698,2915,-351.1,351.2,0.1,180,3266.32034765843,0.0201910078703158,-234.714389345194,0
"182",2920.00198412698,2020-01-17,0.0198412698412698,2920,-346.075,346.2,0.125,181,3266.32034765843,0.0201910078703158,-234.714389345194,0
"183",2925.00198412698,2020-01-17,0.0198412698412698,2925,-341.05,341.2,0.15,182,3266.32034765843,0.0201910078703158,-234.714389345194,0
"184",2930.00198412698,2020-01-17,0.0198412698412698,2930,-336.25,336.4,0.15,183,3266.32034765843,0.0201910078703158,-234.714389345194,0
"185",2935.00198412698,2020-01-17,0.0198412698412698,2935,-331.15,331.3,0.15,184,3266.32034765843,0.0201910078703158,-234.714389345194,0
"186",2940.00198412698,2020-01-17,0.0198412698412698,2940,-326.15,326.3,0.15,185,3266.32034765843,0.0201910078703158,-234.714389345194,0
"187",2945.00198412698,2020-01-17,0.0198412698412698,2945,-321.25,321.4,0.15,186,3266.32034765843,0.0201910078703158,-234.714389345194,0
"188",2950.00198412698,2020-01-17,0.0198412698412698,2950,-316,316.15,0.15,187,3266.32034765843,0.0201910078703158,-234.714389345194,0
"189",2955.00198412698,2020-01-17,0.0198412698412698,2955,-311.15,311.3,0.15,188,3266.32034765843,0.0201910078703158,-234.714389345194,0
"190",2960.00198412698,2020-01-17,0.0198412698412698,2960,-306.25,306.4,0.15,189,3266.32034765843,0.0201910078703158,-234.714389345194,0
"191",2965.00198412698,2020-01-17,0.0198412698412698,2965,-301.3,301.45,0.15,190,3266.32034765843,0.0201910078703158,-234.714389345194,0
"192",2970.00198412698,2020-01-17,0.0198412698412698,2970,-296.275,296.45,0.175,191,3266.32034765843,0.0201910078703158,-234.714389345194,0
